box	game_id	families	n_hard	n_soft	n_damage	n_findings	perspectives	sample_turn	sample_message
i-05c3503b2c9659367	b004/g4/20260812T052127-l6-000010	ko_margin_soft	0	1	0	1	p2	18	observed slp on opp but no branch applies it [ko-margin]
i-05c3503b2c9659367	b004/g5/20260812T052127-l1-000031	struggle_damage	1	0	1	1	p2	35	observed damage 25 on gastrodoneast from delphox struggle (crit=False) not in the PS-exact roll set (nearest delta -5; max_roll 36)
i-05c3503b2c9659367	b004/g5/20260812T052127-l6-000065	struggle_damage	1	0	1	1	p1	108	observed damage 7 on mightyena from umbreon struggle (crit=False) not in the PS-exact roll set (nearest delta -1; max_roll 10)
i-05c3503b2c9659367	b004/g6/20260812T052127-l2-000072	struggle_damage	1	0	1	1	p2	98	observed damage 18 on dodrio from electrodehisui struggle (crit=False) not in the PS-exact roll set (nearest delta -8; max_roll 31)
i-05c3503b2c9659367	b005/g0/20260812T053422-l4-000067	struggle_damage	1	0	1	1	p2	90	observed damage 22 on lugia from arboliva struggle (crit=False) not in the PS-exact roll set (nearest delta -3; max_roll 30)
i-05c3503b2c9659367	b005/g10/20260812T053422-l5-000067	ko_margin_soft	0	1	0	1	p1	26	observed slp on opp but no branch applies it [ko-margin]
i-05c3503b2c9659367	b005/g15/20260812T053422-l1-000080	bellydrum_sitrus	0	1	0	1	p1	93	observed item loss (Sitrus Berry) on opp but no branch removes it
i-05c3503b2c9659367	b005/g15/20260812T053422-l3-000039	bellydrum_sitrus	0	1	0	1	p1	6	observed item loss (Sitrus Berry) on opp but no branch removes it
i-05c3503b2c9659367	b005/g5/20260812T053422-l4-000039	revival_blessing	2	0	0	2	p2	7	observed par on opp but no branch applies it
i-05c3503b2c9659367	b005/g7/20260812T053422-l4-000059	revival_blessing	0	1	0	1	p1	14	observed heal on user but no branch heals it
i-05c3503b2c9659367	b006/g1/20260812T054732-l5-000071	bellydrum_sitrus	0	1	0	1	p1	15	observed item loss (Sitrus Berry) on opp but no branch removes it
i-05c3503b2c9659367	b006/g12/20260812T054732-l3-000065	other_categorical	1	0	0	1	p1	19	observed - spa on opp but no branch produces it
i-05c3503b2c9659367	b006/g15/20260812T054732-l5-000005	struggle_damage	2	0	2	2	p2	77	observed damage 2 on giratina from chansey struggle (crit=True) not in the PS-exact roll set (nearest delta -4; max_roll 8)
i-05c3503b2c9659367	b006/g2/20260812T054732-l5-000016	struggle_damage	2	0	2	2	p1	34	observed damage 42 on wigglytuff from sylveon struggle (crit=True) not in the PS-exact roll set (nearest delta -11; max_roll 63)
i-05c3503b2c9659367	b006/g5/20260812T054732-l3-000076	bellydrum_sitrus	0	1	0	1	p1	19	observed item loss (Sitrus Berry) on opp but no branch removes it
i-05c3503b2c9659367	b006/g5/20260812T054732-l6-000030	other_categorical	2	0	0	2	p2	21	observed psn on opp but no branch applies it
i-05c3503b2c9659367	b006/g6/20260812T054732-l6-000079	struggle_damage	1	0	1	1	p1	9	observed damage 21 on ironmoth from delphox struggle (crit=False) not in the PS-exact roll set (nearest delta -3; max_roll 29)
i-05c3503b2c9659367	b006/g8/20260812T054732-l6-000058	struggle_damage	1	0	1	1	p1	11	observed damage 19 on armarouge from mismagius struggle (crit=False) not in the PS-exact roll set (nearest delta -4; max_roll 28)
i-05c3503b2c9659367	b007/g0/20260812T060033-l3-000025	bellydrum_sitrus	1	1	0	2	p2	16	observed item loss (Sitrus Berry) on opp but no branch removes it
i-05c3503b2c9659367	b007/g1/20260812T060033-l3-000022	other_categorical	0	4	0	4	p1+p2	11	observed item loss (Sitrus Berry) on opp but no branch removes it
i-05c3503b2c9659367	b007/g11/20260812T060033-l4-000070	struggle_damage	2	0	2	2	p2	133	observed damage 98 on blissey from porygon2 struggle (crit=False) not in the PS-exact roll set (nearest delta -19; max_roll 138)
i-05c3503b2c9659367	b007/g12/20260812T060033-l5-000044	ko_margin_soft	0	1	0	1	p1	44	observed + spe on opp but no branch produces it [ko-margin]
i-05c3503b2c9659367	b007/g14/20260812T060033-l3-000086	revival_blessing	2	0	0	2	p1	19	observed + spa on user but no branch produces it
i-05c3503b2c9659367	b007/g4/20260812T060033-l4-000079	ko_margin_soft	0	1	0	1	p1	19	observed slp on opp but no branch applies it [ko-margin]
i-05c3503b2c9659367	b007/g5/20260812T060033-l2-000002	struggle_damage	1	0	1	1	p1	32	observed damage 18 on arceuselectric from gardevoir struggle (crit=False) not in the PS-exact roll set (nearest delta -5; max_roll 28)
i-05c3503b2c9659367	b007/g8/20260812T060033-l2-000072	struggle_damage	3	0	3	3	p1	90	observed damage 21 on necrozmadawnwings from arboliva struggle (crit=False) not in the PS-exact roll set (nearest delta -7; max_roll 34)
i-05c3503b2c9659367	b007/g9/20260812T060033-l1-000020	revival_blessing	3	0	0	3	p1	25	observed - spe on user but no branch produces it
i-05c3503b2c9659367	b007/g9/20260812T060033-l3-000094	bellydrum_sitrus	0	2	0	2	p2	1	observed item loss (Sitrus Berry) on opp but no branch removes it
i-05c3503b2c9659367	b007/g9/20260812T060033-l5-000049	struggle_damage	1	0	1	1	p1	108	observed damage 17 on hawlucha from electrodehisui struggle (crit=False) not in the PS-exact roll set (nearest delta -9; max_roll 31)
i-05c3503b2c9659367	b007/g9/20260812T060033-l6-000089	struggle_damage	4	0	4	4	p2	89	observed damage 32 on reuniclus from exeggutor struggle (crit=False) not in the PS-exact roll set (nearest delta -7; max_roll 46)
i-05c3503b2c9659367	b008/g0/20260812T061338-l4-000078	other_damage_rollset	2	0	2	2	p2	14	observed damage 114 on enamorustherian from necrozma photongeyser (crit=True) not in the PS-exact roll set (nearest delta -12; max_roll 148)
i-05c3503b2c9659367	b008/g11/20260812T061338-l3-000057	struggle_damage	2	0	2	2	p1	29	observed damage 8 on snorlax from fluttermane struggle (crit=False) not in the PS-exact roll set (nearest delta -3; max_roll 14)
i-05c3503b2c9659367	b008/g12/20260812T061338-l1-000001	struggle_damage	2	0	2	2	p2	135	observed damage 13 on bellossom from screamtail struggle (crit=False) not in the PS-exact roll set (nearest delta -3; max_roll 19)
i-05c3503b2c9659367	b008/g12/20260812T061338-l6-000085	other_categorical	0	1	0	1	p2	25	observed heal on user but no branch heals it
i-05c3503b2c9659367	b008/g14/20260812T061338-l5-000028	struggle_damage	3	0	3	3	p2	71	observed damage 10 on houndstone from arboliva struggle (crit=False) not in the PS-exact roll set (nearest delta -3; max_roll 16)
i-05c3503b2c9659367	b008/g3/20260812T061338-l3-000023	struggle_damage	2	0	2	2	p2	139	observed damage 4 on probopass from slowbro struggle (crit=False) not in the PS-exact roll set (nearest delta -1; max_roll 7)
i-05c3503b2c9659367	b008/g7/20260812T061338-l6-000066	revival_blessing	1	2	0	3	p1	32	observed slp on user but no branch applies it
i-05c3503b2c9659367	b009/g10/20260812T063048-l1-000076	bellydrum_sitrus	0	1	0	1	p1	6	observed item loss (Sitrus Berry) on opp but no branch removes it
i-05c3503b2c9659367	b009/g14/20260812T063048-l6-000084	struggle_damage	1	0	1	1	p2	2	observed damage 22 on banette from indeedeef struggle (crit=False) not in the PS-exact roll set (nearest delta -6; max_roll 34)
i-05c3503b2c9659367	b009/g15/20260812T063048-l1-000094	struggle_damage	2	0	2	2	p1	78	observed damage 21 on vespiquen from shaymin struggle (crit=False) not in the PS-exact roll set (nearest delta -3; max_roll 29)
i-05c3503b2c9659367	b009/g4/20260812T063048-l3-000016	other_damage_rollset	3	0	3	3	p2	28	observed damage 172 on clefable from alcremie terablast (crit=True) not in the PS-exact roll set (nearest delta +40; max_roll 132)
i-05c3503b2c9659367	b009/g4/20260812T063048-l4-000033	revival_blessing	1	0	0	1	p1	11	observed + atk on user but no branch produces it
i-05c3503b2c9659367	b009/g8/20260812T063048-l2-000087	ko_margin_soft	0	5	0	5	p1	6	observed - def on opp but no branch produces it [ko-margin]
i-05c3503b2c9659367	b009/g9/20260812T063048-l6-000081	other_damage_rollset	5	0	5	5	p2	14	observed damage 38 on hatterene from necrozma photongeyser (crit=False) not in the PS-exact roll set (nearest delta -7; max_roll 54)
i-05db344d28614b7e3	b000/g0/20260812T042526-l3-000074	other_damage_rollset	1	0	1	1	p1	22	observed damage 150 on regidrago from necrozma photongeyser (crit=False) not in the PS-exact roll set (nearest delta -4; max_roll 183)
i-05db344d28614b7e3	b000/g12/20260812T042526-l4-000038	bellydrum_sitrus	0	2	0	2	p1	4	observed item loss (Sitrus Berry) on opp but no branch removes it
i-05db344d28614b7e3	b000/g13/20260812T042526-l4-000027	other_categorical	1	0	0	1	p2	22	observed item loss (Heavy-Duty Boots) on opp but no branch removes it
i-05db344d28614b7e3	b000/g14/20260812T042526-l3-000007	struggle_damage	1	0	1	1	p2	56	observed damage 8 on orthworm from reuniclus struggle (crit=False) not in the PS-exact roll set (nearest delta -1; max_roll 11)
i-05db344d28614b7e3	b000/g2/20260812T042526-l3-000016	struggle_damage	2	0	2	2	p2	92	observed damage 27 on venusaur from sceptile struggle (crit=False) not in the PS-exact roll set (nearest delta -6; max_roll 39)
i-05db344d28614b7e3	b001/g0/20260812T043831-l5-000024	struggle_damage	2	0	2	2	p1	116	observed damage 23 on staraptor from screamtail struggle (crit=False) not in the PS-exact roll set (nearest delta -8; max_roll 37)
i-05db344d28614b7e3	b001/g13/20260812T043831-l2-000015	struggle_damage	2	0	2	2	p1	21	observed damage 18 on gothitelle from chiyu struggle (crit=False) not in the PS-exact roll set (nearest delta -4; max_roll 26)
i-05db344d28614b7e3	b001/g15/20260812T043831-l1-000036	struggle_damage	3	0	3	3	p2	137	observed damage 3 on banette from chansey struggle (crit=False) not in the PS-exact roll set (nearest delta -8; max_roll 13)
i-05db344d28614b7e3	b001/g15/20260812T043831-l2-000093	struggle_damage	1	0	1	1	p2	79	observed damage 14 on vespiquen from rabsca struggle (crit=False) not in the PS-exact roll set (nearest delta -5; max_roll 23)
i-05db344d28614b7e3	b001/g5/20260812T043831-l6-000075	struggle_damage	2	0	2	2	p1	115	observed damage 19 on corviknight from wigglytuff struggle (crit=False) not in the PS-exact roll set (nearest delta -2; max_roll 25)
i-05db344d28614b7e3	b001/g8/20260812T043831-l3-000025	struggle_damage	1	0	1	1	p1	51	observed damage 22 on suicune from volcanion struggle (crit=False) not in the PS-exact roll set (nearest delta -5; max_roll 32)
i-05db344d28614b7e3	b002/g0/20260812T045130-l1-000011	struggle_damage	2	0	2	2	p2	117	observed damage 29 on sableye from bronzong struggle (crit=False) not in the PS-exact roll set (nearest delta -8; max_roll 44)
i-05db344d28614b7e3	b002/g3/20260812T045130-l4-000032	struggle_damage	1	0	1	1	p1	38	observed damage 17 on keldeoresolute from miraidon struggle (crit=False) not in the PS-exact roll set (nearest delta -3; max_roll 24)
i-05db344d28614b7e3	b002/g4/20260812T045130-l5-000014	bellydrum_sitrus	0	1	0	1	p2	5	observed item loss (Sitrus Berry) on opp but no branch removes it
i-05db344d28614b7e3	b002/g5/20260812T045130-l6-000028	struggle_damage	1	0	1	1	p1	120	observed damage 26 on sylveon from deoxysdefense struggle (crit=False) not in the PS-exact roll set (nearest delta -6; max_roll 38)
i-05db344d28614b7e3	b003/g11/20260812T050737-l5-000080	struggle_damage	1	0	1	1	p1	20	observed damage 29 on raikou from typhlosion struggle (crit=False) not in the PS-exact roll set (nearest delta -5; max_roll 41)
i-05db344d28614b7e3	b003/g14/20260812T050737-l6-000046	struggle_damage	4	0	4	4	p1	109	observed damage 32 on tropius from exeggutor struggle (crit=False) not in the PS-exact roll set (nearest delta -3; max_roll 42)
i-05db344d28614b7e3	b003/g2/20260812T050737-l1-000087	bellydrum_sitrus	1	1	0	2	p2	3	observed item loss (Sitrus Berry) on opp but no branch removes it
i-05db344d28614b7e3	b003/g2/20260812T050737-l4-000025	bellydrum_sitrus	0	1	0	1	p2	8	observed item loss (Sitrus Berry) on opp but no branch removes it
i-05db344d28614b7e3	b003/g3/20260812T050737-l6-000035	struggle_damage	1	0	1	1	p1	30	observed damage 26 on latias from typhlosion struggle (crit=False) not in the PS-exact roll set (nearest delta -5; max_roll 37)
i-05db344d28614b7e3	b003/g4/20260812T050737-l6-000058	bellydrum_sitrus	0	1	0	1	p2	36	observed item loss (Sitrus Berry) on opp but no branch removes it
i-05db344d28614b7e3	b003/g5/20260812T050737-l2-000091	ko_margin_soft	0	1	0	1	p2	42	observed slp on opp but no branch applies it [ko-margin]
i-05db344d28614b7e3	b003/g9/20260812T050737-l2-000042	bellydrum_sitrus	0	1	0	1	p2	16	observed item loss (Sitrus Berry) on opp but no branch removes it
i-05db344d28614b7e3	b004/g2/20260812T052048-l2-000030	struggle_damage	1	0	1	1	p2	13	observed damage 69 on blissey from hydrapple struggle (crit=False) not in the PS-exact roll set (nearest delta -13; max_roll 97)
i-05db344d28614b7e3	b004/g4/20260812T052048-l1-000018	struggle_damage	3	0	3	3	p2	74	observed damage 22 on ironhands from lunala struggle (crit=False) not in the PS-exact roll set (nearest delta -2; max_roll 29)
i-05db344d28614b7e3	b004/g7/20260812T052048-l3-000043	other_categorical	1	0	0	1	p2	31	observed item loss (Heavy-Duty Boots) on opp but no branch removes it
i-05db344d28614b7e3	b005/g11/20260812T053438-l1-000085	struggle_damage	1	0	1	1	p2	116	observed damage 16 on moltres from vaporeon struggle (crit=True) not in the PS-exact roll set (nearest delta -4; max_roll 24)
i-05db344d28614b7e3	b005/g15/20260812T053438-l6-000049	struggle_damage	3	0	3	3	p1	96	observed damage 25 on florges from sylveon struggle (crit=False) not in the PS-exact roll set (nearest delta -5; max_roll 36)
i-05db344d28614b7e3	b005/g2/20260812T053438-l2-000036	struggle_damage	1	0	1	1	p1	134	observed damage 14 on dipplin from tropius struggle (crit=False) not in the PS-exact roll set (nearest delta -3; max_roll 20)
i-05db344d28614b7e3	b005/g9/20260812T053438-l1-000087	other_categorical	0	1	0	1	p2	3	observed volatile Substitute end on user but no branch removes it
i-05db344d28614b7e3	b006/g1/20260812T054757-l1-000038	struggle_damage	1	0	1	1	p2	10	observed damage 24 on hypno from bellossom struggle (crit=False) not in the PS-exact roll set (nearest delta -6; max_roll 36)
i-05db344d28614b7e3	b006/g2/20260812T054757-l5-000008	ko_margin_soft	0	1	0	1	p1	41	observed slp on opp but no branch applies it [ko-margin]
i-05db344d28614b7e3	b006/g2/20260812T054757-l6-000069	struggle_damage	2	0	2	2	p1	130	observed damage 2 on spiritomb from blissey struggle (crit=False) not in the PS-exact roll set (nearest delta -2; max_roll 5)
i-05db344d28614b7e3	b006/g5/20260812T054757-l5-000037	revival_blessing	1	0	0	1	p2	21	observed item loss (Heavy-Duty Boots) on opp but no branch removes it
i-05db344d28614b7e3	b006/g6/20260812T054757-l4-000028	struggle_damage	1	0	1	1	p1	98	observed damage 23 on giratina from venusaur struggle (crit=False) not in the PS-exact roll set (nearest delta -3; max_roll 31)
i-05db344d28614b7e3	b007/g15/20260812T060054-l5-000005	struggle_damage	1	0	1	1	p2	37	observed damage 42 on spectrier from kyuremwhite struggle (crit=False) not in the PS-exact roll set (nearest delta -2; max_roll 52)
i-05db344d28614b7e3	b007/g3/20260812T060054-l5-000086	struggle_damage	1	0	1	1	p1	25	observed damage 19 on vigoroth from typhlosion struggle (crit=False) not in the PS-exact roll set (nearest delta -2; max_roll 25)
i-05db344d28614b7e3	b007/g3/20260812T060054-l6-000059	struggle_damage	2	0	2	2	p2	40	observed damage 9 on lugia from latias struggle (crit=False) not in the PS-exact roll set (nearest delta -2; max_roll 13)
i-05db344d28614b7e3	b007/g5/20260812T060054-l2-000023	struggle_damage	1	0	1	1	p1	52	observed damage 8 on mudsdale from chimecho struggle (crit=False) not in the PS-exact roll set (nearest delta -3; max_roll 13)
i-05db344d28614b7e3	b007/g9/20260812T060054-l4-000027	revival_blessing	1	0	0	1	p1	16	observed volatile Salt Cure start on opp but no branch applies it
i-05db344d28614b7e3	b008/g10/20260812T061429-l6-000075	struggle_damage	2	0	2	2	p1	16	observed damage 26 on suicune from palkia struggle (crit=False) not in the PS-exact roll set (nearest delta -1; max_roll 32)
i-05db344d28614b7e3	b008/g2/20260812T061428-l2-000013	bellydrum_sitrus	1	1	0	2	p2	6	observed item loss (Sitrus Berry) on opp but no branch removes it
i-05db344d28614b7e3	b008/g2/20260812T061428-l3-000035	struggle_damage	1	0	1	1	p2	30	observed damage 21 on suicune from kyuremwhite struggle (crit=False) not in the PS-exact roll set (nearest delta -4; max_roll 30)
i-05db344d28614b7e3	b008/g3/20260812T061428-l1-000094	struggle_damage	2	0	2	2	p2	129	observed damage 32 on farigiraf from wigglytuff struggle (crit=False) not in the PS-exact roll set (nearest delta -5; max_roll 44)
i-05db344d28614b7e3	b008/g4/20260812T061428-l1-000059	struggle_damage	1	0	1	1	p2	120	observed damage 4 on eelektross from arboliva struggle (crit=False) not in the PS-exact roll set (nearest delta -1; max_roll 6)
i-05db344d28614b7e3	b009/g0/20260812T062817-l6-000066	struggle_damage	2	0	2	2	p2	134	observed damage 99 on chansey from wigglytuff struggle (crit=False) not in the PS-exact roll set (nearest delta -14; max_roll 134)
i-05db344d28614b7e3	b009/g12/20260812T062817-l4-000012	revival_blessing	1	0	0	1	p1	18	observed - spa on user but no branch produces it
i-05db344d28614b7e3	b009/g13/20260812T062817-l4-000090	ko_margin_soft	0	2	0	2	p2	30	observed + atk on opp but no branch produces it [ko-margin]
i-05db344d28614b7e3	b009/g14/20260812T062817-l3-000056	ko_margin_soft	0	1	0	1	p2	30	observed + atk on opp but no branch produces it [ko-margin]
i-05db344d28614b7e3	b009/g14/20260812T062817-l4-000050	struggle_damage	1	0	1	1	p1	18	observed damage 25 on banette from magnezone struggle (crit=False) not in the PS-exact roll set (nearest delta -4; max_roll 35)
i-05db344d28614b7e3	b009/g5/20260812T062817-l4-000051	other_damage_rollset	1	0	1	1	p2	14	observed damage 90 on whimsicott from necrozma photongeyser (crit=False) not in the PS-exact roll set (nearest delta -10; max_roll 118)
i-05db344d28614b7e3	b009/g7/20260812T062817-l1-000033	revival_blessing	1	0	0	1	p1	6	observed - spa on opp but no branch produces it
i-05db344d28614b7e3	b009/g9/20260812T062817-l3-000081	bellydrum_sitrus	0	1	0	1	p2	23	observed item loss (Sitrus Berry) on opp but no branch removes it
i-05f37aaa35032d1c4	b000/g15/20260812T065010-l3-000042	struggle_damage	1	0	1	1	p1	13	observed damage 47 on polteageist from enamorustherian struggle (crit=False) not in the PS-exact roll set (nearest delta -3; max_roll 59)
i-05f37aaa35032d1c4	b000/g3/20260812T065010-l3-000025	struggle_damage	1	0	1	1	p1	108	observed damage 16 on rhyperior from vaporeon struggle (crit=False) not in the PS-exact roll set (nearest delta -4; max_roll 24)
i-0649cc4359c805377	b000/g1/20260812T042515-l1-000046	struggle_damage	1	0	1	1	p2	37	observed damage 26 on gastrodon from ludicolo struggle (crit=False) not in the PS-exact roll set (nearest delta -9; max_roll 42)
i-0649cc4359c805377	b000/g1/20260812T042515-l4-000021	bellydrum_sitrus	0	1	0	1	p2	14	observed item loss (Sitrus Berry) on opp but no branch removes it
i-0649cc4359c805377	b000/g11/20260812T042515-l3-000080	struggle_damage	3	0	3	3	p1	32	observed damage 104 on blissey from hoopa struggle (crit=False) not in the PS-exact roll set (nearest delta -6; max_roll 130)
i-0649cc4359c805377	b000/g13/20260812T042515-l1-000001	struggle_damage	3	0	3	3	p1	75	observed damage 30 on necrozmadawnwings from noctowl struggle (crit=True) not in the PS-exact roll set (nearest delta -8; max_roll 45)
i-0649cc4359c805377	b000/g5/20260812T042515-l3-000064	other_damage_rollset	3	0	3	3	p2	15	observed damage 72 on electrode from comfey terablast (crit=False) not in the PS-exact roll set (nearest delta -42; max_roll 134)
i-0649cc4359c805377	b000/g8/20260812T042515-l2-000002	other_categorical	2	0	0	2	p1+p2	10	observed volatile Heal Block start on user but no branch applies it
i-0649cc4359c805377	b001/g2/20260812T044206-l1-000065	struggle_damage	1	0	1	1	p2	20	observed damage 14 on kingambit from gholdengo struggle (crit=False) not in the PS-exact roll set (nearest delta -3; max_roll 21)
i-0649cc4359c805377	b001/g4/20260812T044206-l2-000060	other_categorical	0	4	0	4	p1+p2	15	observed item loss (Sitrus Berry) on opp but no branch removes it
i-0649cc4359c805377	b001/g7/20260812T044206-l6-000059	struggle_damage	1	0	1	1	p2	70	observed damage 11 on snorlax from mismagius struggle (crit=False) not in the PS-exact roll set (nearest delta -2; max_roll 16)
i-0649cc4359c805377	b002/g0/20260812T045506-l2-000053	struggle_damage	2	0	2	2	p1	104	observed damage 20 on ariados from cresselia struggle (crit=False) not in the PS-exact roll set (nearest delta -5; max_roll 30)
i-0649cc4359c805377	b002/g5/20260812T045506-l1-000067	struggle_damage	3	0	3	3	p2	99	observed damage 21 on arceuswater from suicune struggle (crit=False) not in the PS-exact roll set (nearest delta -3; max_roll 29)
i-0649cc4359c805377	b002/g6/20260812T045506-l5-000059	struggle_damage	2	0	2	2	p1	125	observed damage 31 on screamtail from slowking struggle (crit=True) not in the PS-exact roll set (nearest delta -10; max_roll 49)
i-0649cc4359c805377	b003/g13/20260812T050800-l2-000063	struggle_damage	2	0	2	2	p1	39	observed damage 10 on snorlax from mismagius struggle (crit=False) not in the PS-exact roll set (nearest delta -3; max_roll 16)
i-0649cc4359c805377	b003/g3/20260812T050800-l4-000039	bellydrum_sitrus	0	1	0	1	p2	14	observed item loss (Sitrus Berry) on opp but no branch removes it
i-0649cc4359c805377	b004/g0/20260812T052104-l6-000075	other_categorical	1	0	0	1	p1	2	observed side-condition stickyweb change on opp but no branch produces it
i-0649cc4359c805377	b004/g3/20260812T052104-l4-000053	bellydrum_sitrus	0	1	0	1	p1	9	observed item loss (Sitrus Berry) on opp but no branch removes it
i-0649cc4359c805377	b005/g0/20260812T053827-l5-000025	other_categorical	1	0	0	1	p2	18	observed - spa on user but no branch produces it
i-0649cc4359c805377	b005/g10/20260812T053827-l2-000002	struggle_damage	1	0	1	1	p2	34	observed damage 16 on tinkaton from gholdengo struggle (crit=False) not in the PS-exact roll set (nearest delta -6; max_roll 27)
i-0649cc4359c805377	b005/g11/20260812T053827-l2-000084	struggle_damage	2	0	2	2	p2	107	observed damage 16 on yanmega from gholdengo struggle (crit=False) not in the PS-exact roll set (nearest delta -5; max_roll 25)
i-0649cc4359c805377	b005/g13/20260812T053827-l5-000075	ko_margin_soft	0	1	0	1	p2	39	observed slp on opp but no branch applies it [ko-margin]
i-0649cc4359c805377	b005/g15/20260812T053827-l1-000036	struggle_damage	3	0	3	3	p1	90	observed damage 10 on alomomola from whimsicott struggle (crit=False) not in the PS-exact roll set (nearest delta -3; max_roll 15)
i-0649cc4359c805377	b005/g3/20260812T053827-l3-000060	bellydrum_sitrus	0	2	0	2	p1	2	observed item loss (Sitrus Berry) on opp but no branch removes it
i-0649cc4359c805377	b005/g4/20260812T053827-l2-000038	ko_margin_soft	0	1	0	1	p2	22	observed slp on opp but no branch applies it [ko-margin]
i-0649cc4359c805377	b005/g5/20260812T053827-l5-000071	struggle_damage	3	0	3	3	p1	24	observed damage 7 on hippowdon from cresselia struggle (crit=False) not in the PS-exact roll set (nearest delta -1; max_roll 10)
i-0649cc4359c805377	b005/g9/20260812T053827-l2-000047	struggle_damage	1	0	1	1	p1	38	observed damage 28 on alomomola from hydreigon struggle (crit=False) not in the PS-exact roll set (nearest delta -4; max_roll 38)
i-0649cc4359c805377	b006/g4/20260812T055433-l4-000030	ko_margin_soft	0	1	0	1	p2	22	observed slp on opp but no branch applies it [ko-margin]
i-0649cc4359c805377	b006/g8/20260812T055433-l5-000072	struggle_damage	1	0	1	1	p1	89	observed damage 29 on granbull from arboliva struggle (crit=False) not in the PS-exact roll set (nearest delta -3; max_roll 38)
i-0649cc4359c805377	b007/g0/20260812T060754-l4-000077	struggle_damage	2	0	2	2	p2	82	observed damage 11 on dipplin from screamtail struggle (crit=False) not in the PS-exact roll set (nearest delta -3; max_roll 17)
i-0649cc4359c805377	b007/g11/20260812T060754-l2-000060	revival_blessing	1	0	0	1	p2	12	observed brn on opp but no branch applies it
i-0649cc4359c805377	b007/g14/20260812T060754-l1-000009	struggle_damage	3	0	3	3	p2	97	observed damage 11 on dipplin from vaporeon struggle (crit=False) not in the PS-exact roll set (nearest delta -3; max_roll 17)
i-0649cc4359c805377	b007/g14/20260812T060754-l1-000036	bellydrum_sitrus	0	1	0	1	p2	9	observed item loss (Sitrus Berry) on opp but no branch removes it
i-0649cc4359c805377	b007/g14/20260812T060754-l3-000056	ko_margin_soft,other_categorical	0	7	0	7	p2	32	observed - def on opp but no branch produces it [ko-margin]
i-0649cc4359c805377	b007/g15/20260812T060754-l3-000073	bellydrum_sitrus	0	2	0	2	p2	1	observed item loss (Sitrus Berry) on opp but no branch removes it
i-0649cc4359c805377	b007/g4/20260812T060754-l2-000028	struggle_damage	2	0	2	2	p2	124	observed damage 55 on chansey from lunala struggle (crit=False) not in the PS-exact roll set (nearest delta -6; max_roll 72)
i-0649cc4359c805377	b007/g6/20260812T060754-l4-000004	struggle_damage	2	0	2	2	p2	150	observed damage 25 on milotic from vaporeon struggle (crit=False) not in the PS-exact roll set (nearest delta -3; max_roll 34)
i-0649cc4359c805377	b007/g8/20260812T060754-l3-000032	other_categorical	2	0	0	2	p2	15	observed - def on opp but no branch produces it
i-0649cc4359c805377	b008/g14/20260812T062112-l5-000062	struggle_damage	1	0	1	1	p2	25	observed damage 16 on brutebonnet from gholdengo struggle (crit=False) not in the PS-exact roll set (nearest delta -3; max_roll 23)
i-0649cc4359c805377	b008/g3/20260812T062112-l6-000049	ko_margin_soft	0	1	0	1	p2	23	observed slp on user but no branch applies it [ko-margin]
i-0649cc4359c805377	b008/g4/20260812T062112-l1-000027	other_damage_rollset	5	0	5	5	p2	23	observed damage 39 on hatterene from necrozma photongeyser (crit=False) not in the PS-exact roll set (nearest delta -6; max_roll 54)
i-0649cc4359c805377	b008/g6/20260812T062112-l2-000078	struggle_damage	1	0	1	1	p2	18	observed damage 28 on froslass from politoed struggle (crit=False) not in the PS-exact roll set (nearest delta -6; max_roll 41)
i-0649cc4359c805377	b009/g0/20260812T063658-l5-000085	struggle_damage	1	0	1	1	p2	9	observed damage 26 on reuniclus from ludicolo struggle (crit=False) not in the PS-exact roll set (nearest delta -6; max_roll 38)
i-0649cc4359c805377	b009/g0/20260812T063658-l6-000006	struggle_damage	1	0	1	1	p1	144	observed damage 19 on giratina from vaporeon struggle (crit=False) not in the PS-exact roll set (nearest delta -3; max_roll 27)
i-06907ed6ea89577f1	b000/g0/20260812T042544-l1-000065	bellydrum_sitrus	0	1	0	1	p2	23	observed item loss (Sitrus Berry) on opp but no branch removes it
i-06907ed6ea89577f1	b000/g1/20260812T042544-l6-000027	struggle_damage	4	0	4	4	p1	147	observed damage 23 on lapras from vaporeon struggle (crit=False) not in the PS-exact roll set (nearest delta -4; max_roll 32)
i-06907ed6ea89577f1	b000/g1/20260812T042544-l6-000088	struggle_damage	1	0	1	1	p1	156	observed damage 22 on empoleon from sylveon struggle (crit=False) not in the PS-exact roll set (nearest delta -4; max_roll 31)
i-06907ed6ea89577f1	b000/g13/20260812T042544-l5-000005	other_categorical	0	1	0	1	p1	41	observed heal on user but no branch heals it
i-06907ed6ea89577f1	b000/g2/20260812T042544-l6-000063	bellydrum_sitrus	0	1	0	1	p2	7	observed item loss (Sitrus Berry) on opp but no branch removes it
i-06907ed6ea89577f1	b000/g6/20260812T042544-l6-000039	revival_blessing	1	0	0	1	p2	7	observed + def on user but no branch produces it
i-06907ed6ea89577f1	b001/g1/20260812T044326-l2-000082	struggle_damage	1	0	1	1	p1	29	observed damage 41 on wigglytuff from palkia struggle (crit=False) not in the PS-exact roll set (nearest delta -3; max_roll 52)
i-06907ed6ea89577f1	b001/g15/20260812T044326-l5-000041	ko_margin_soft	0	2	0	2	p2	46	observed par on opp but no branch applies it [ko-margin]
